date,user,coordinates,text,place,bounding_box
Mon May 17 07:17:49 +0000 2021,Kintoh13,no coordinates,Verse of the day “This I say then Walk in the Spirit and ye shall not fulfil the lust of the flesh.”Galatians 5:16 KJV,Ras Al Khaimah,[[[55.741488 24.851766] [55.741488 26.08416] [56.348994 26.08416] [56.348994 24.851766]]]
Mon May 17 07:17:55 +0000 2021,KhaliddAlh_,no coordinates,If god has given you what you love do what he loves.,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 07:17:57 +0000 2021,Narges15982385,no coordinates,@farid_yasami 🥺🌸🌸🙏,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:18:15 +0000 2021,shirinroham,[51.41897797 35.71482089],﮼شاهپسندسفارش از طریق تماس تلفنی ۸۸۳۳۵۰۴۰سفارش از طریق وبسایت https://t.co/VPmDFsArxBارسال غذا به تمام نقاط… https://t.co/xfqxy8dot6,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:18:19 +0000 2021,Ola_Alnu3aimy,no coordinates,تمادينا في التفكيير ونسينا بأن الأقدار مكتوبة ..,Sharjah,[[[55.009127 24.732886] [55.009127 25.899765] [56.381699 25.899765] [56.381699 24.732886]]]
Mon May 17 07:18:33 +0000 2021,Omr_9s,no coordinates,@lmmrryymml تابعيه و ما بتندمين,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 07:18:35 +0000 2021,Mucho1991,no coordinates,@Yalniz_Yildiz_ حق گفتی 🤝,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:18:43 +0000 2021,U_N_C_T,[55.2741 25.1994],••••••.“ Art washes away from the soul the dust of everyday life “.#my_photography &amp; #styling for… https://t.co/Qs1EFw8N0C,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 07:18:44 +0000 2021,MJalalPaK2,no coordinates,@qurat_writters 34din tak hoga...ye achi bath hin...dosray dose me is say km buhar hoga..,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 07:18:45 +0000 2021,Mehrnoo05808198,no coordinates,I'm voting for @BTS_twt  for #BBMAsTopSocial💖💖۴,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:18:50 +0000 2021,DubeyRehann,no coordinates,@trianakvetch Are you have any proton pump inhibitors like omeprazole or pantaprozole they also paired with pepto b… https://t.co/MfsCiKwrV9,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 07:18:53 +0000 2021,fatemehyolchi,no coordinates,Iranian armies supporting BTS#BBMAsTopSocial 🇮🇷❤🇰🇷@BTS_twt https://t.co/IziT3RqagB,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:18:53 +0000 2021,Mehrnoo05808198,no coordinates,I'm voting for @BTS_twt  for #BBMAsTopSocial💖💖۵,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:18:54 +0000 2021,xvi611,no coordinates,إنّني أَحمِلُ قلبك، في قلبي.,Ajman,[[[55.422846 24.742239] [55.422846 25.451327] [56.101503 25.451327] [56.101503 24.742239]]]
Mon May 17 07:18:54 +0000 2021,Mucho1991,no coordinates,@naghiiii از طاهریان بپرس,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:18:56 +0000 2021,Mehrnoo05808198,no coordinates,I'm voting for @BTS_twt  for #BBMAsTopSocial💖💖۶,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:18:57 +0000 2021,MudasirRajpute,no coordinates,@KiranM018 @NadeemIk94 jazak Allah,Sharjah,[[[55.009127 24.732886] [55.009127 25.899765] [56.381699 25.899765] [56.381699 24.732886]]]
Mon May 17 07:19:02 +0000 2021,Mehrnoo05808198,no coordinates,I'm voting for @BTS_twt  for #BBMAsTopSocial💖💖۷,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:19:03 +0000 2021,PurpleHearrrrt,no coordinates,@IRVotingTeam @BTS_twt ۹PURPLE WORLD DOMINATIONI 𝘃𝗼𝘁𝗲 @BTS_twt for #BBMAsTopSocial,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:19:08 +0000 2021,Mehrnoo05808198,no coordinates,I'm voting for @BTS_twt  for #BBMAsTopSocial💖💖۸,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:19:09 +0000 2021,h15ss,no coordinates,انتي الي احبه انتي كل المحبه 🧡,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 07:19:10 +0000 2021,es4ii,no coordinates,الخطوة الأولى لضمان حدوث كل شي تتمناه ١ - لا تتحمس,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 07:19:11 +0000 2021,xvi611,no coordinates,🤍,Ajman,[[[55.422846 24.742239] [55.422846 25.451327] [56.101503 25.451327] [56.101503 24.742239]]]
Mon May 17 07:19:13 +0000 2021,MudasirRajpute,no coordinates,@zehni_fatoor jazak Allah 🌺,Sharjah,[[[55.009127 24.732886] [55.009127 25.899765] [56.381699 25.899765] [56.381699 24.732886]]]
Mon May 17 07:19:14 +0000 2021,PurpleHearrrrt,no coordinates,@IRVotingTeam @BTS_twt ۱۰PURPLE WORLD DOMINATIONI 𝘃𝗼𝘁𝗲 @BTS_twt for #BBMAsTopSocial,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:19:17 +0000 2021,Mehrnoo05808198,no coordinates,I'm voting for @BTS_twt  for #BBMAsTopSocial💖💖۹,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:19:22 +0000 2021,Mucho1991,no coordinates,@farnazi007 حیا کجا رفته 🙄😅,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:19:25 +0000 2021,BintHarib,no coordinates,يارب عجل باللقى 🥺🕋!,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 07:19:28 +0000 2021,Mehrnoo05808198,no coordinates,I'm voting for @BTS_twt  for #BBMAsTopSocial💖💖۱۰,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:19:28 +0000 2021,JayAlmehairbi,no coordinates,@ALDHAHRYH عظم الله اجركم منى حبيبتي والله يصبركم يارب 💔,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 07:19:29 +0000 2021,shahab_hagh,no coordinates,هرچه انتخابات پرشورتر و با اقبال عمومی مردم بیشتر همراه شود اثرات و منافعش برای کشور و مردم بیشتر خواهد بود#گلستان_حضور #کلاله,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:19:32 +0000 2021,mahara84,no coordinates,@bnt_3z99 كل عام و انتي بخير حبيبتي ❤العمر كله يا رب بسعاده و حب و فرح و تحقيق احلامج❤ https://t.co/wBCpp3ZUxR,Sharjah,[[[55.009127 24.732886] [55.009127 25.899765] [56.381699 25.899765] [56.381699 24.732886]]]
Mon May 17 07:19:51 +0000 2021,MinusMohammad,no coordinates,@shabar000 این حرفا و دروغ هارو روحانی هم گفت برای جمع اوری رای و جواب داد اینم اینارو میگه شاید رای بیاره که اگه ر… https://t.co/UBfWl21b4n,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:20:05 +0000 2021,babak_rahro,no coordinates,@fa14lovely 😁,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:20:12 +0000 2021,BlaiseDJ,no coordinates,@Tom_Grennan 😂,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 07:20:16 +0000 2021,x3n0b1a,no coordinates,🤣🤣🤣🤣,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:20:19 +0000 2021,Komail78,no coordinates,@mogharebati @IsraelPersian برا شما میگیم فایزر بزننجوش نزن,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:20:23 +0000 2021,tshaikh999,no coordinates,@askflydubai I already sent you the details publicly so what else do you want,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 07:20:40 +0000 2021,mahboobelrk,no coordinates,VOTE #BTSARMY #BestFanArmy #iHeartAwards @BTS_twt https://t.co/0rz3ZpBBS6,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:20:46 +0000 2021,SenseiArnab,no coordinates,@XploringKarate @KARATEbyJesse Congratulations on starting your #Karatedo journey. So much is hidden in #Karate tha… https://t.co/3mwYj3MZ3i,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 07:20:51 +0000 2021,alsharqi111,no coordinates,@Alwsl_123 اصلن الاهلي اي شي يسويه غلط 🙃 الله يهدي الادارة,دبي,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 07:20:53 +0000 2021,_s1maz,no coordinates,يارب ليس بجهدي و لا إجتهادي إنما بتوفيقك و تيسيرك، اللهم وفقني فإن التوفيق من عِندك، و سهل أمري فإن التسهيل من لُطفك🙏🏻,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 07:20:57 +0000 2021,fatemehyolchi,no coordinates,Iranian armies supporting BTS#BBMAsTopSocial @BTS_twt 🇮🇷❤🇰🇷Bts❤🇮🇷,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:21:16 +0000 2021,TheRespectable_,no coordinates,@_Saudafc ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 07:21:18 +0000 2021,ad94n,no coordinates,من ذي عاليه بعد 🤔؟#حمله_تبليك_عاليه,البريمي,[[[55.415356 17.784119] [55.415356 24.313894] [59.731875 24.313894] [59.731875 17.784119]]]
Mon May 17 07:21:19 +0000 2021,BasmatAlhayatDC,[55.37495485 25.33581726],Just posted a photo @ مركز بسمة الحياة الطبي https://t.co/viGqGyg56R,Sharjah,[[[55.009127 24.732886] [55.009127 25.899765] [56.381699 25.899765] [56.381699 24.732886]]]
Mon May 17 07:21:24 +0000 2021,ABDUIIAH786,no coordinates,@ttmas2222 لاحول ولاقوة الا بالله العلي العظيمإنا لله وانا اليه راجعوننسأل الله له الرحمة والمغفرة والرضوانولأهله الصبر والسلوان,الباطنة,[[[56.138401 23.29178] [56.138401 24.980924] [58.27915 24.980924] [58.27915 23.29178]]]
Mon May 17 07:21:26 +0000 2021,x3n0b1a,no coordinates,@mona_hastam_ فمنیسم یعنی برابری,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:21:27 +0000 2021,omani108,no coordinates,نجدد عهدنا وولاءنا الصادق لجلالة مولانا السلطان هيثمحفظه اللهداعين الله ان يكلل مساعيه بالنجاح وان يعينه ببطانة ص… https://t.co/MOcvni6Xr7,الداخلية,[[[55.078816 17.045778] [55.078816 23.534732] [58.140334 23.534732] [58.140334 17.045778]]]
Mon May 17 07:21:35 +0000 2021,ad94n,no coordinates,@maz933361 مستعار,البريمي,[[[55.415356 17.784119] [55.415356 24.313894] [59.731875 24.313894] [59.731875 17.784119]]]
Mon May 17 07:21:35 +0000 2021,AlirezaGh_76,no coordinates,@Fatemehabdii1 نه کاملا صحیح هست 👌🏼,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:21:46 +0000 2021,PurpleHearrrrt,no coordinates,@IRVotingTeam @BTS_twt KIM NAMJOONPURPLE WORLD DOMINATION#BTSARMY #BestFanArmy#iHeartAwards + @BTS_twt,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:21:48 +0000 2021,DubeyRehann,no coordinates,@trianakvetch 2/ like on god I get scared to drive cuz while driving my heart starts having palpitations and panic… https://t.co/kDpk3tGbpk,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 07:21:54 +0000 2021,Omr_9s,no coordinates,@iAhixl ما قدرت اتابع شي من بعده 💔,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 07:22:00 +0000 2021,atihana99,no coordinates,@MrHope_Ynwa هیی,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:22:01 +0000 2021,PurpleHearrrrt,no coordinates,@IRVotingTeam @BTS_twt KIM SEOKJINPURPLE WORLD DOMINATION#BTSARMY #BestFanArmy#iHeartAwards + @BTS_twt,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:22:04 +0000 2021,ahmadkk523,no coordinates,➖ Tragedy of forced evictions of Palestinians from Sheikh Jarrah neighborhood of Al-Quds Al-Shareef is latest manif… https://t.co/KpC68xph74,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 07:22:06 +0000 2021,atihana99,no coordinates,@SgNk9396 هی,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:22:13 +0000 2021,MinusMohammad,no coordinates,@sareh_kh66 این حرفا و دروغ هارو روحانی هم گفت برای جمع اوری رای و جواب داد اینم اینارو میگه شاید رای بیاره که اگه… https://t.co/3rpWw2NfEs,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:22:21 +0000 2021,atihana99,no coordinates,@sogoldolatshahi 😂,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:22:22 +0000 2021,PurpleHearrrrt,no coordinates,@IRVotingTeam @BTS_twt MIN YOONGIPURPLE WORLD DOMINATION#BTSARMY #BestFanArmy#iHeartAwards + @BTS_twt,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:22:22 +0000 2021,moe_davinci_,no coordinates,@AWABENHO 😂😂😂😂😂😂😂😂😂,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 07:22:28 +0000 2021,kasradoc,[46.3036707 38.1056438],به‌تازگی عکسی  @ Kasradoc https://t.co/fPIn4RjB7A پست کرد,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:22:29 +0000 2021,atihana99,no coordinates,@TJ1Y7WmF34XiEre هی🚶🏻‍♀️,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:22:35 +0000 2021,KhaliddAlh_,no coordinates,ي كل عمري ي ابتهاجي ي فرحي💙.,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 07:22:39 +0000 2021,Aishaaam3,no coordinates,“We’ve passed the end so we chase forever.”,الشارقة,[[[55.009127 24.732886] [55.009127 25.899765] [56.381699 25.899765] [56.381699 24.732886]]]
Mon May 17 07:22:42 +0000 2021,Wallebi_asia_IR,no coordinates,⬛️ مارک کوبان هنوز به کاردانو علاقه نداردمقاله کامل:https://t.co/8WBnJp9yvwوالبی بلاگ: https://t.co/VhmJxjJ1yZ… https://t.co/jaSI2LqJVS,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:22:47 +0000 2021,PurpleHearrrrt,no coordinates,@IRVotingTeam @BTS_twt JUNG HOSEOKPURPLE WORLD DOMINATION#BTSARMY #BestFanArmy#iHeartAwards + @BTS_twt,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:22:49 +0000 2021,w8ing4godot,no coordinates,@CoronaMamad @soormeh پریروز می‌زدن ولی دیروز چون شلوغ شده نزدن و گفتن بالای هفتادوپنج سال فقط.,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:22:57 +0000 2021,eabdalrizaq7,no coordinates,سنين العمر تمضي يابن آدم تباين بين مر وبين حالي #عبدالرزاق_الفريح https://t.co/REiPxUGuym,Kingdom of Saudi Arabia,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Mon May 17 07:22:57 +0000 2021,SuperSu19197547,no coordinates,@Ryversss Pour moi ce qui est illégal c'est de tirer profit ou de faire profiter des proches de certaines informati… https://t.co/f3zx4LTDeq,Dubaï,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 07:23:03 +0000 2021,TheRespectable_,no coordinates,@_Saudafc و الوصل ؟,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 07:23:09 +0000 2021,k3yani5_r,no coordinates,وتظن أنك حُرمت والحق أنك رُحمت💗,الداخلية,[[[55.078816 17.045778] [55.078816 23.534732] [58.140334 23.534732] [58.140334 17.045778]]]
Mon May 17 07:23:10 +0000 2021,atihana99,no coordinates,@TJ1Y7WmF34XiEre من که رای نمیدم ولی تو خیلی احمق تری که بدون فکر قضاوت میکنی و توهین🙂,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:23:16 +0000 2021,romarrrio11,no coordinates,@hamilianno پشت سیاوش یزدانی ‌قرار بگیریم راضی میشی؟ :)),Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:23:16 +0000 2021,PurpleHearrrrt,no coordinates,@IRVotingTeam @BTS_twt PARK JIMINPURPLE WORLD DOMINATION#BTSARMY #BestFanArmy#iHeartAwards + @BTS_twt,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:23:19 +0000 2021,TaghipourHosein,no coordinates,@org_nari به غیر از پول دولار و سلامتی اجتماعی میتونه حال آدمها رو خوب کنه,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:23:20 +0000 2021,khale_pesar_org,no coordinates,@fatemmeh_gh برای قطع کردن دست افراد فاسد با ظاهر انقلابی و مذهبی که تو عمل ضد انقلاب هستند و درتلاش اند تا انقلاب… https://t.co/UZjlqFAYUO,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:23:22 +0000 2021,Fatih_Yener,no coordinates,Karışık kuruyemiş yerken Antep fıstığını yer fıstığı sanıp ısırırsın ya işte öyle hissediyorum bugün ...,دبي,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 07:23:24 +0000 2021,SaoudShoaili,no coordinates,@amnesty @hrw for your kind attention,Al Batinah,[[[56.138401 23.29178] [56.138401 24.980924] [58.27915 24.980924] [58.27915 23.29178]]]
Mon May 17 07:23:25 +0000 2021,atihana99,no coordinates,@no_tomy_hard منم ولی حس میکنم ی طوریه,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:23:26 +0000 2021,Ehsunset,no coordinates,@Lopak_966 تقرب الهی و دوری از گناه,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:23:27 +0000 2021,khkxd,no coordinates,لي مشَى ردفَ الخَصر هَايّف لي نَهَض والثَوب يَلْيي بَه,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 07:23:28 +0000 2021,rezakarimi_,no coordinates,@ceruleana_blue والا😁,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:23:29 +0000 2021,Leminee_,no coordinates,الترجمة 😂😂😂😂,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 07:23:30 +0000 2021,Komail78,no coordinates,@Snoobdagh منظورت همون ۳۰ سالیه که دست اسلاح طلباس؟؟افای رییسی سمند دارند,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:23:36 +0000 2021,SAQARFURNITURE3,no coordinates,ALSAQR FURNITURE GROUP 00971526272725💞💞💞💞💞💞💖💖💖💖 https://t.co/DMMNF9PpIV,Sharjah,[[[55.009127 24.732886] [55.009127 25.899765] [56.381699 25.899765] [56.381699 24.732886]]]
Mon May 17 07:23:36 +0000 2021,PurpleHearrrrt,no coordinates,@IRVotingTeam @BTS_twt KIM TAEHYUNGPURPLE WORLD DOMINATION#BTSARMY #BestFanArmy#iHeartAwards + @BTS_twt,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:23:36 +0000 2021,Mucho1991,no coordinates,@fardineslami79 سر شومبولم 😂😂😂,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:23:41 +0000 2021,atihana99,no coordinates,@Satlerrrrrr خیر من که رای نمیدم,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:23:44 +0000 2021,MyRealEstateUAE,no coordinates,Marvelous Al Jurf Gardens Villas At Al Jurf Gardens in Abu Dhabi#aljurf #imkan #luxuryhome #resort #beachfront… https://t.co/uGnWgDHmO0,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 07:23:49 +0000 2021,PurpleHearrrrt,no coordinates,@IRVotingTeam @BTS_twt JEON JUNGKOOKPURPLE WORLD DOMINATION#BTSARMY #BestFanArmy#iHeartAwards + @BTS_twt,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:23:50 +0000 2021,aghayeakbari,no coordinates,@afaz_br1 پس باید یه فحشی نثار شورای محترم نگهبان کرد در این صورت,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:23:57 +0000 2021,PurpleHearrrrt,no coordinates,@IRVotingTeam @BTS_twt BTSPURPLE WORLD DOMINATION#BTSARMY #BestFanArmy#iHeartAwards + @BTS_twt,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:23:58 +0000 2021,atihana99,no coordinates,@Zxcvbnm63215139 بهترین منشن❤️,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:24:02 +0000 2021,MeooWWooeM,no coordinates,I vote @BTS_twt for #BBMAsTopSocial https://t.co/wOpcBym5sO,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 07:24:17 +0000 2021,mahboobelrk,no coordinates,@Bulletprof_Sh @BTS_twt #BBMAsTopSocial https://t.co/DbwINjrfZ7,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:24:22 +0000 2021,FXtr4QMPV07TbDU,no coordinates,#البنات_بدون_مكياج_مثلشركه تنظيف المجالس والكنب والفرشات  بالدمام والمنطقه الشرقيه تنظيف  المجالس مع التعقيم  وال… https://t.co/mR8fmCOgDv,المملكة العربية السعودية,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Mon May 17 07:24:25 +0000 2021,mostafahamedan1,no coordinates,@dokhtare_lore خیابونا پر شده از اونایی ک امتحان دادن و دارن برمیگردنچنتا فحش جدید یاد گرفتم,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:24:26 +0000 2021,atihana99,no coordinates,@reginabuffey کاش زودتر مدرکم بیاد بتونم اقدام کنم گورمو گم کنم🚶🏻‍♀️,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 07:24:27 +0000 2021,ahmadkk523,no coordinates,Fighting for your right requires courage and bravery not hands and feet !#FreePalaestine #GazaUnderAttack https://t.co/B1JjvPhOfD,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
