date,user,coordinates,text,place,bounding_box
Fri Apr 30 15:53:57 +0000 2021,Kevinds0uza,no coordinates,#StayStrongIndia https://t.co/R3vGDLF6Op,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 15:54:01 +0000 2021,OlaEmdin,no coordinates,Fall for me by Laycon is quite nice...,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 15:54:01 +0000 2021,metalheads_ir,no coordinates,چکمه خانم شهین و چکمه شمر لعینهردو از چرمند اما این کجا و آن کجاشکر مازندران و شکر هندوستانهردو شیرینند اما این… https://t.co/FyPIV8edOL,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 15:54:02 +0000 2021,MiladPourivahab,no coordinates,@iamtootfarangii 🙋🏻‍♂️,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 15:54:03 +0000 2021,MOHAMMED77X7,no coordinates,@_sall2000 مساء الفل,الداخلية,[[[55.078816 17.045778] [55.078816 23.534732] [58.140334 23.534732] [58.140334 17.045778]]]
Fri Apr 30 15:54:16 +0000 2021,khlooff7774_,no coordinates,دمروا بندر سفينتنا وين باترسيّ ي مضنونا https://t.co/4hHmb1myPj,أبوظبي,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Fri Apr 30 15:54:21 +0000 2021,a_alyammahi,no coordinates,الأخت عايشة من أصحاب الهمم  مهددة بالسجن بسبب متأخرات إيجارية بمبلغ 127620 درهمساهم بالتفريج عنها في هذة الليالي… https://t.co/RiYgs4NzHl,Fujairah,[[[55.917069 25.087103] [55.917069 25.662527] [56.374 25.662527] [56.374 25.087103]]]
Fri Apr 30 15:54:38 +0000 2021,MOHAMMED77X7,no coordinates,@1_E1ic الله ينعم عليك في الدارين,الداخلية,[[[55.078816 17.045778] [55.078816 23.534732] [58.140334 23.534732] [58.140334 17.045778]]]
Fri Apr 30 15:54:39 +0000 2021,m1982valizadeh,no coordinates,@RahmaniM110 @_breeze65 خوب در مطلب می نوشتی دوستانه که می خوان ارتباط بگیرن در کامنت راه ارتباط را بگید,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 15:54:40 +0000 2021,_MYNON,no coordinates,يارب اسعد من اسعدني برحمتك يالله 🤍,الامارات العربية المتحدة,[[[51.293874 22.626139] [51.293874 26.28237] [56.381699 26.28237] [56.381699 22.626139]]]
Fri Apr 30 15:54:46 +0000 2021,MiladPourivahab,no coordinates,@fwtmhhh میگمنانت نبود آبت نبود ای مردول کن جهان زا قهوه‌أت یخ کرد,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 15:54:54 +0000 2021,SefrBi,no coordinates,"می‌خواستَم‌َت شبیهِ #كارگر یکه تویِ آغوشَت از #وطن می‌گفتبا عکسِ ""تو"" تویِ مُشت‌هایش ...تویِ چشم‌هایِ پُلیس ... #آوانگارد #avangard",Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 15:54:55 +0000 2021,dargahan,[56.2739885 26.9516071],Just posted a photo @ جزیره قشم https://t.co/xu4VzcgF5W,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 15:54:58 +0000 2021,MdAftab80604761,no coordinates,@Nidakhan080 Kishe du account number send kijiye ❤️,Eastern,[[[44.656969 17.016762] [44.656969 29.103106] [55.666667 29.103106] [55.666667 17.016762]]]
Fri Apr 30 15:54:59 +0000 2021,ashir_786,no coordinates,@mishal_here06 🙊 https://t.co/uW73i9XKZb,Sharjah,[[[55.009127 24.732886] [55.009127 25.899765] [56.381699 25.899765] [56.381699 24.732886]]]
Fri Apr 30 15:55:00 +0000 2021,l8wiir,no coordinates,بسلك طريق دبي لو مزحومي علـيـك شـوقي شاغل الخطين,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 15:55:12 +0000 2021,Delara_rm,no coordinates,@Parsaaap والا اونا از ما استفاده می‌کنن🚶🏻‍♀️,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 15:55:14 +0000 2021,zuxzadivina_,no coordinates,Am watching again dinner with the fam ep @itsokayemi,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 15:55:18 +0000 2021,SahinVaaz,no coordinates,@SkandaStrikes @Devi_Uvacha @krithikasivasw @sansbarrier @SanghiPrince @Arminiusss @jananisampath @Kunthavi5… https://t.co/GTFs9CJWZT,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 15:55:20 +0000 2021,Babar_1986,no coordinates,خدا جانے جس کا علی ؑجیسا بابا چلا گیااُن یتیموں کوتسّلی کس نےدی ہوگی..😭#شہادت_حیدر_کرارؑ https://t.co/3QXI9GookZ,Sharjah,[[[55.009127 24.732886] [55.009127 25.899765] [56.381699 25.899765] [56.381699 24.732886]]]
Fri Apr 30 15:55:21 +0000 2021,asikmohamed,no coordinates,தமிழகம் இனி சிறக்கும்  #mkstalin,Ajman,[[[55.422846 24.742239] [55.422846 25.451327] [56.101503 25.451327] [56.101503 24.742239]]]
Fri Apr 30 15:55:24 +0000 2021,3looyRak,no coordinates,@gorgeous4ew https://t.co/0L3u9nZ04k,رأس الخيمة,[[[55.741488 24.851766] [55.741488 26.08416] [56.348994 26.08416] [56.348994 24.851766]]]
Fri Apr 30 15:55:26 +0000 2021,majidyadollahz1,no coordinates,@foufooll هیچ https://t.co/5X0lMXM4sM,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 15:55:32 +0000 2021,mofleh_zivari,no coordinates,@EbiPlus به به ، عالی ❤️,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 15:55:35 +0000 2021,psrx,no coordinates,@BB_13AYAAN May Allah Bless You and Your Family Ayaan ❤️Aameen Sum Ameen 🤲🏻,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 15:55:47 +0000 2021,rania_uae,no coordinates,احلى حاجه فيك ياريس بتنزل تتابع المشروعات بنفسكم ##السيسي_بيطور##مصر_بتتقدم https://t.co/OBujkoyFeP,عجمان,[[[55.422846 24.742239] [55.422846 25.451327] [56.101503 25.451327] [56.101503 24.742239]]]
Fri Apr 30 15:55:48 +0000 2021,EkLovya_kaushik,no coordinates,New IndianPpl  just only one numerical digit for Government.Koi to help kroo yrr 🙏🙏🙏🙏🙏🙏🙏🙏@SonuSood 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Fri Apr 30 15:55:58 +0000 2021,bastaki1976,no coordinates,@alhussainiOS تحصل في اوربا العديد من المنتجات الدولية ما عدا من الدول العربية ليس هو السبب الوحيد بوغيث، بالنسبة… https://t.co/StsYpXLlax,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 15:56:02 +0000 2021,vinothanaaseeli,no coordinates,@Shankari_offici @Anandh_Offl பிங்க் லயா ஆரஞ்ச் லயா,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Fri Apr 30 15:56:02 +0000 2021,sultan1717,no coordinates,@DubaiPressClub اي تطوير اي اثراء ... كله شغل دعايات ورقص تيكتوك... ما في اي محتوى ولا غيره ... وعرض ازياء وفضاوه,Fujairah,[[[55.917069 25.087103] [55.917069 25.662527] [56.374 25.662527] [56.374 25.087103]]]
Fri Apr 30 15:56:18 +0000 2021,HRugenge,no coordinates,L'éducation physique et sportive apprend le respect envers soi-même et envers les autres à travers la discipline qu… https://t.co/uXblxZaQ9e,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Fri Apr 30 15:56:28 +0000 2021,ayza_maj,no coordinates,Endorsement time!!! With my favorite buddy 😁 https://t.co/P9JloZL2af,Sharjah,[[[55.009127 24.732886] [55.009127 25.899765] [56.381699 25.899765] [56.381699 24.732886]]]
Fri Apr 30 15:56:29 +0000 2021,Na_kro_,no coordinates,@mishal_here06 Sc?,Ajman,[[[55.422846 24.742239] [55.422846 25.451327] [56.101503 25.451327] [56.101503 24.742239]]]
Fri Apr 30 15:56:52 +0000 2021,shxama7,no coordinates,@khuloodmhmd يارب استر علينا😭😭😭😭😭😭😭😭,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Fri Apr 30 15:57:03 +0000 2021,ashir_786,no coordinates,@AleenaAamir7 😝,Sharjah,[[[55.009127 24.732886] [55.009127 25.899765] [56.381699 25.899765] [56.381699 24.732886]]]
Fri Apr 30 15:57:04 +0000 2021,Jayney_M,no coordinates,@Sri2Sree2 No QA 🇶🇦,Doha,[[[51.447704 25.2216] [51.447704 25.427736] [51.630581 25.427736] [51.630581 25.2216]]]
Fri Apr 30 15:57:11 +0000 2021,Delara_rm,no coordinates,@ghazighozatwit مهندس معمار,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 15:57:19 +0000 2021,BIG_HASS,no coordinates,@sulafamemar7 اداء خرافي و اسطوري و عالمي .. اذا كان في اوسكار في الوطن العربي فهو لك 🌺🌺🌺🌺 https://t.co/niAlgzYkZl,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 15:57:20 +0000 2021,gambergefc,no coordinates,@RKKKVII Si seulement ils sont au courant de l’existence du jeûne de Ramadan,Dubaï,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 15:57:31 +0000 2021,_manalii1,no coordinates,I miss maxie .. i should go upstairs and check on him https://t.co/HDkrvLluL1,Ajman,[[[55.422846 24.742239] [55.422846 25.451327] [56.101503 25.451327] [56.101503 24.742239]]]
Fri Apr 30 15:57:36 +0000 2021,HRugenge,no coordinates,@BabendaLucien @serge_nkonde C est un projet sur lequel je travail,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Fri Apr 30 15:57:39 +0000 2021,warm7earted,no coordinates,#تصويري من ولايتي الجميله #ولاية_شناص#يوم_الجمعة #سورة_الكهف #حسن_الدرمكي #أخدود_السحاب_الثقال #أخدود_الخير… https://t.co/buDI6bygEV,شناص,[[[56.248759 24.602659] [56.248759 24.946481] [56.497621 24.946481] [56.497621 24.602659]]]
Fri Apr 30 15:57:43 +0000 2021,asax_007,[54.3667 24.4667],#fordmustang #classic ❤️ @ Abu Dhabi United Arab Emirates https://t.co/RGbj6cZmHf,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Fri Apr 30 15:57:49 +0000 2021,ashir_786,no coordinates,@brown_gurllll https://t.co/yHMihPYwCr,Sharjah,[[[55.009127 24.732886] [55.009127 25.899765] [56.381699 25.899765] [56.381699 24.732886]]]
Fri Apr 30 15:57:50 +0000 2021,Migi1915,no coordinates,Wow Gulatan nalang talaga sa ganap. Nasa labas me now 😭@SB19Official #SB19#SB19saSaksi,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Fri Apr 30 15:57:50 +0000 2021,VIJAYSI24307581,no coordinates,हृदय विदारक घटना राष्ट्रवादी पत्रकार रोहित सरदाना जी को भावभीनी श्रद्धांजलि अर्पित💐💐💐#RIPRohitSardana https://t.co/cmRJfowH3V,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Fri Apr 30 15:58:07 +0000 2021,bushaqer4,no coordinates,أستاذي العزيز ما الضرر في ذلك طالما انه لايملك حق الترافع أمام الدولة فلقب المحامي لم يسن له تصريح خاص والا أمتنع م… https://t.co/b2y8Ib0mrJ,دبي,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 15:58:08 +0000 2021,HamadaAloraifan,no coordinates,@ialnjadah ناطرينكم,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 15:58:27 +0000 2021,mojtabach,no coordinates,ترکیب جان ویک و تنها در خانه بود، اگه دوست دارید سرگرم  بشید و خیلی دنبال منطق تو فیلم نیستید ببینید. https://t.co/43Ax5ClDUt,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 15:58:28 +0000 2021,Gmeddie1,no coordinates,@MuslimsMatters Masha'Allah,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Fri Apr 30 15:58:35 +0000 2021,MaryamS3_,no coordinates,@NamahSultan آمـيـن يا قلبي,Ras Al Khaimah,[[[55.741488 24.851766] [55.741488 26.08416] [56.348994 26.08416] [56.348994 24.851766]]]
Fri Apr 30 15:58:35 +0000 2021,skymierr,[54.3667 24.4667],What's a girl gotta do to get some flowers? die? c @ Abu Dhabi United Arab Emirates https://t.co/MCQAWYPFnt,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Fri Apr 30 15:58:37 +0000 2021,ashir_786,no coordinates,@AleenaRao15 Fb,Sharjah,[[[55.009127 24.732886] [55.009127 25.899765] [56.381699 25.899765] [56.381699 24.732886]]]
Fri Apr 30 15:58:39 +0000 2021,Rashid_Alkuwari,no coordinates,@hn_alneama @VodafoneQatar @OoredooQatar @MOTC_QA 😂,Doha,[[[51.447704 25.2216] [51.447704 25.427736] [51.630581 25.427736] [51.630581 25.2216]]]
Fri Apr 30 15:58:40 +0000 2021,YaserHaghi,no coordinates,@withFND @ix_shells @creativecodeart 👏👏👏,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 15:58:51 +0000 2021,abedakbari,no coordinates,شرکت نرم‌افزاریSAP آلمان با اقرار به اینکه محصولاتی را به شرکتهای ایرانی فروخته،هشت میلیون یورو جریمه شد.طبق مقررات… https://t.co/AVdPbb2aBH,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 15:58:52 +0000 2021,ba6ny,no coordinates,@nayef965 @fcbarcelona_ara https://t.co/IVZ19OzOtz,Sharjah,[[[55.009127 24.732886] [55.009127 25.899765] [56.381699 25.899765] [56.381699 24.732886]]]
Fri Apr 30 15:58:56 +0000 2021,RanaaliJaved2,no coordinates,اُس پہ قربان، کہ جس نے تری آواز سنیصدقے اس آنکھ کے، جس نے ترا جلوہ دیکھاﷺ❤,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 15:59:00 +0000 2021,Sive_LZ,no coordinates,This niggar never disappoints 😂😂,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Fri Apr 30 15:59:05 +0000 2021,_AlliaaSK,no coordinates,الجامعه عندهم ان عادي يأجلون لك امتحان اذا كان عندك ثلاثه في نفس اليوم بس ما بيأجلون لو كانو هالثلاث امتحانات ف 24 ساعه,أبوظبي,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Fri Apr 30 15:59:16 +0000 2021,AmnaHS_,no coordinates,متتترررر ييجيييي ❤️❤️❤️❤️❤️❤️.,Fujairah,[[[55.917069 25.087103] [55.917069 25.662527] [56.374 25.662527] [56.374 25.087103]]]
Fri Apr 30 15:59:16 +0000 2021,majidyadollahz1,no coordinates,@_Faezeh_A 😂,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 15:59:26 +0000 2021,x_sua,no coordinates,مساء الخير 💙',أبوظبي,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Fri Apr 30 15:59:29 +0000 2021,BIG_HASS,no coordinates,@fo2elsoto7 اخويا حبيبي !!! ✊🏼✊🏼,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 15:59:38 +0000 2021,khaleghvey,no coordinates,یومای من ،گذر تو از آن صحرای مادریت تا رسیدنت به این اخم دیرینه آن هم از اعمال خودت ،گویا تورا به همدمی بدل کرده اس… https://t.co/ghvUdPmtRq,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 15:59:39 +0000 2021,teusfaria2,no coordinates,Stay strong. Vai com alma! 🌹 https://t.co/VUbgQyIDeh,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 15:59:42 +0000 2021,mhmamun34gmail1,no coordinates,@Md_Saif1999 ৭১ টিবির সমুদ্র পতিতা-দের মুখে আজ কথা ফুটছে।বাবাদের কথা শুনলে মুখে কুলুপ এঁটে আর হুজুর দেখলে তাদের লালা জরে।,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Fri Apr 30 15:59:43 +0000 2021,psrx,no coordinates,@Shehnaazloveu @SadSong1 ♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 15:59:47 +0000 2021,AbdulMa50443863,no coordinates,@AzkaNoor16 کوئی اور نوکری مل جائے گی ان کا کیا ہے,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Fri Apr 30 15:59:59 +0000 2021,ZainulBashar20,no coordinates,@Shaista6699 @Rabia_Shah12 Achha Irada hai 👌👌👌👌👌,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 16:00:07 +0000 2021,ahmed_elazaiza,no coordinates,🖤🖤 https://t.co/YMO5uXZfTP,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 16:00:18 +0000 2021,iamblonagnes,no coordinates,Happy birthday to an amazing kind lovely gorgeous sweet intelligent courteous humble and 22 year old young l… https://t.co/jEwYHXFTvx,Doha,[[[51.447704 25.2216] [51.447704 25.427736] [51.630581 25.427736] [51.630581 25.2216]]]
Fri Apr 30 16:00:25 +0000 2021,iamblonagnes,no coordinates,Many happy returns of the day @KissesDelavin ! #DonKiss | #DonKissFam #KissesDelavin https://t.co/VL0SAaN58q,Doha,[[[51.447704 25.2216] [51.447704 25.427736] [51.630581 25.427736] [51.630581 25.2216]]]
Fri Apr 30 16:00:25 +0000 2021,Na_kro_,no coordinates,May I rt your Pinned Tweet?,Ajman,[[[55.422846 24.742239] [55.422846 25.451327] [56.101503 25.451327] [56.101503 24.742239]]]
Fri Apr 30 16:00:28 +0000 2021,Awwriiyyoo,no coordinates,https://t.co/DEPdKRuT8W,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 16:00:37 +0000 2021,MOHAMED92174188,no coordinates,اللهم اشف عمي يا رب العالمين https://t.co/r5yAU4xMOO,الفجيرة,[[[55.917069 25.087103] [55.917069 25.662527] [56.374 25.662527] [56.374 25.087103]]]
Fri Apr 30 16:00:38 +0000 2021,Bilal__Ali2,no coordinates,عظم الله حزنهموأكثر من عزائهم وعذب الله ميتهموادخلهم جهنم خالدين فيها  اللهم كما أنعمت أتم اللهم لك الحمد حتى… https://t.co/n33GbqN3MW,الدوحة,[[[51.447704 25.2216] [51.447704 25.427736] [51.630581 25.427736] [51.630581 25.2216]]]
Fri Apr 30 16:00:38 +0000 2021,Mohamed80972165,no coordinates,@latifaalkaabi 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,أبوظبي,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Fri Apr 30 16:00:48 +0000 2021,koki_saleem,no coordinates,#casco #Parrot #colorful https://t.co/aHNGTAADBa,Doha,[[[51.447704 25.2216] [51.447704 25.427736] [51.630581 25.427736] [51.630581 25.2216]]]
Fri Apr 30 16:00:52 +0000 2021,bastaki1976,no coordinates,@Sami22Sami2 قوية الصراحة,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 16:01:00 +0000 2021,MdZubai88439672,no coordinates,@JameelA99391497 Beautiful,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Fri Apr 30 16:01:01 +0000 2021,yaqoobalattar,no coordinates,@Abualfawarss123 @manieali ولا يبدي أي استنكار لاطلاق الحوثيين الصواريخ المفخخة على المملكة ..وماذا تنظر من هذا البهائي؟؟,عجمان,[[[55.422846 24.742239] [55.422846 25.451327] [56.101503 25.451327] [56.101503 24.742239]]]
Fri Apr 30 16:01:09 +0000 2021,MdZubai88439672,no coordinates,@JameelA99391497 Amazing,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Fri Apr 30 16:01:13 +0000 2021,ilawuae,no coordinates,قانون في دقيقة - الموسم ٢ - الحلقة ١٨ - لا جريمة إلا بنص - المحامي إبراهيم الحوسنيشاركنا بتعليقك لطرح أسئلتك واست… https://t.co/KnSh9uKoVK,Ibrahim AL Hosani Legal Services,[[[55.386604 25.343062] [55.386604 25.343062] [55.386604 25.343062] [55.386604 25.343062]]]
Fri Apr 30 16:01:20 +0000 2021,ZainulBashar20,no coordinates,@iSadia0 @Rabia_Shah12 AV tak to aisi koi biscuits Nahi Bani hai es duniya me Jo doob k waps ajaye,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 16:01:20 +0000 2021,w5ru,no coordinates,@joe_hattab أفضل يوتيوبر العرب والله ♥️♥️♥️👏🏻,Kingdom of Saudi Arabia,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:01:29 +0000 2021,seeeeeedf,no coordinates,@homoodalkhatri شكرا لك استاذي 🌺,الباطنة,[[[56.138401 23.29178] [56.138401 24.980924] [58.27915 24.980924] [58.27915 23.29178]]]
Fri Apr 30 16:01:34 +0000 2021,rossbrannigan,no coordinates,#cardio #peakzone https://t.co/ayLn0zaaeW,Al Maryah Bridge-4,[[[54.385686 24.503563] [54.385686 24.503563] [54.385686 24.503563] [54.385686 24.503563]]]
Fri Apr 30 16:01:42 +0000 2021,WalidRiachy,no coordinates,@MMCrypto Opening a position ?,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 16:01:43 +0000 2021,AbdulMa50443863,no coordinates,@AzkaNoor16 ان کے لیے تو یہ بستیاں سجائی گئی ہیں,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Fri Apr 30 16:01:45 +0000 2021,Rashid_Alkuwari,no coordinates,جوالك ٥ جي؟تبي تتصل فيس تايم ؟ ❌تبي تتصل واتساب كول فيديو او صوت؟ ❌تبي تشغل هاوس بارتي ؟ ❌تبي تسوي بث مع ربعك ف… https://t.co/l3QBm46vNu,Doha,[[[51.447704 25.2216] [51.447704 25.427736] [51.630581 25.427736] [51.630581 25.2216]]]
Fri Apr 30 16:01:48 +0000 2021,sabt89,no coordinates,شاغلٍ   فكري   بنظراتهوالسحر في خزّت عيونه . .,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 16:01:52 +0000 2021,ZainulBashar20,no coordinates,@Rabia_Shah12 insha'Allah jarur,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 16:01:55 +0000 2021,lalshareef,no coordinates,@Forsan_UAE آمين ثم آمين 🙏🏼🇦🇪♥️,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 16:01:56 +0000 2021,_ridz_18,no coordinates,@MJChartData wish I can join 😩,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 16:01:58 +0000 2021,ashir_786,no coordinates,@AleenaRao15 🥺,Sharjah,[[[55.009127 24.732886] [55.009127 25.899765] [56.381699 25.899765] [56.381699 24.732886]]]
Fri Apr 30 16:01:59 +0000 2021,hajr__alm,no coordinates,هل يهال مشكله افطر افطر,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Fri Apr 30 16:02:00 +0000 2021,jen_f6,no coordinates,الحمدلله 🤍,Ajman,[[[55.422846 24.742239] [55.422846 25.451327] [56.101503 25.451327] [56.101503 24.742239]]]
Fri Apr 30 16:02:04 +0000 2021,ZainulBashar20,no coordinates,@Rabia_Shah12 Yes,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 16:02:04 +0000 2021,M_UsamaUsufzaE,no coordinates,@nimmzi 😂😂😂😂 yeah i know,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 16:02:08 +0000 2021,Luluexol10,no coordinates,Iranian EXOL's promis you @mahsaasmilebbh @weareoneEXO @B_hundred_Hyun@layzhang https://t.co/qqqieV5llc,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 16:02:13 +0000 2021,albinali_MD,no coordinates,بما انكم فطرتوا من رزق الله ..عندي لكم سؤال محيرنيالحين ليش القطري ان سافر أوروبا لازم فيزا ، وبعض الناس بدون فيزا 🙄,الدوحة,[[[51.447704 25.2216] [51.447704 25.427736] [51.630581 25.427736] [51.630581 25.2216]]]
